date,cpi_rate,xau_usd_rate_log_return,pe_ratio_log_return,fpt_stock_price,gdp_value,fpt_stock_price_log_return,cpi_rate_log_return,usd_vnd_rate_log_return,fpt_stock_volume_log_return
2020-02-17,0.0643,-0.08665092089215388,-0.0200945659958286,19.79,346615738537.8,-0.37734684001975016,0.018769623192630033,-0.06774385947134193,-0.4113510760739619
2020-02-18,0.0643,1.447179505096703,-0.0200945659958286,20.44,346615738537.8,1.819141977377348,0.018769623192630033,-0.2840918038381773,1.8330219891186754
2020-02-19,0.0643,0.4828581726760236,-0.0200945659958286,20.33,346615738537.8,-0.36882807742255774,0.018769623192630033,0.026914201142942414,-1.973124997054382
2020-02-20,0.0643,0.7188548445521967,-0.0200945659958286,20.37,346615738537.8,0.05827149197835163,0.018769623192630033,1.040129251999239,0.2793754837203136
2020-02-21,0.0643,1.7639142168602697,-0.0200945659958286,19.97,346615738537.8,-1.206345525314345,0.018769623192630033,-1.053929994213695,1.29171426027766
2020-02-24,0.0643,2.7506855002845816,-0.0200945659958286,19.16,346615738537.8,-2.4580021292315313,0.018769623192630033,0.05392799901201193,0.9072717216687647
2020-02-25,0.0643,-2.059655694452806,-0.0200945659958286,19.71,346615738537.8,1.5861691544485668,0.018769623192630033,0.8778223925599371,-0.9871545977383375
2020-02-26,0.0643,-0.48582921502644644,-0.0200945659958286,20.08,346615738537.8,1.0232286426694057,0.018769623192630033,-0.3242413539039333,1.7133291539339395
2020-02-27,0.0643,0.31018915822922594,-0.0200945659958286,20.44,346615738537.8,0.9751505058306268,0.018769623192630033,-0.6081214272094657,-0.2021747447701637
2020-02-28,0.0643,-0.8563194726313526,-0.0200945659958286,20.11,346615738537.8,-1.0000679960105783,0.018769623192630033,-0.43277630625852626,-0.6606349994638062
2020-02-29,0.054,-0.07320925992787426,-0.0200945659958286,20.11,346615738537.8,-0.055765133863068986,-2.499556004346066,-0.05422489330786966,-0.0035205897687333254
2020-03-02,0.054,-2.8839190494190587,-0.0200945659958286,20.33,346615738537.8,0.5754747847249514,0.018769623192630033,-0.10832227713786961,-0.36974919227461
2020-03-03,0.054,2.7382180677096266,-0.0200945659958286,20.41,346615738537.8,0.1720844067867953,0.018769623192630033,-0.121853169339738,-0.8402270647209212
2020-03-04,0.054,0.08311030758710362,-0.0200945659958286,20.26,346615738537.8,-0.4837197277934456,0.018769623192630033,-0.29774693579573763,0.6812078975682625
2020-03-05,0.054,1.562161727442006,-0.0200945659958286,19.93,346615738537.8,-1.0085269221891415,0.018769623192630033,-0.17602129420002846,-0.5171700546383945
2020-03-06,0.054,1.1536983634190678,-0.0200945659958286,19.71,346615738537.8,-0.6997447649231661,0.018769623192630033,-0.2572713406832123,0.010159941643945535
2020-03-09,0.054,0.6971893466943379,-0.0200945659958286,18.36,346615738537.8,-4.172109187443644,0.018769623192630033,-0.10838168896911432,2.6693944990466445
2020-03-10,0.054,-1.6683487473398553,-0.0200945659958286,18.87,346615738537.8,1.5338168957790055,0.018769623192630033,-0.27089873669830256,-1.7597836494711105
2020-03-11,0.054,-0.7364566167798082,-0.0200945659958286,18.54,346615738537.8,-1.0793317986699358,0.018769623192630033,-0.786050881072485,0.6282149280854912
2020-03-12,0.054,-1.5586230647484887,-0.0200945659958286,17.56,346615738537.8,-3.206444647362013,0.018769623192630033,0.31179457839796715,0.7615655225369846
2020-03-13,0.054,-3.893372228053317,-0.0200945659958286,17.58,346615738537.8,0.010274844488733892,0.018769623192630033,0.6771754308184647,-0.6473094984215766
2020-03-16,0.054,-1.881893925979117,-0.0200945659958286,17.38,346615738537.8,-0.7195723151419348,0.018769623192630033,0.2840984496066306,-0.8952961532539135
2020-03-17,0.054,-1.6162024181131518,-0.0200945659958286,17.7,346615738537.8,1.0027110164874213,0.018769623192630033,0.4596781727892932,0.5456540215862401
2020-03-18,0.054,-0.6124558997656148,-0.0200945659958286,17.67,346615738537.8,-0.1541809585109396,0.018769623192630033,0.7563467516250544,-0.8532237736787961
2020-03-19,0.054,-3.525157794278187,-0.0200945659958286,17.41,346615738537.8,-0.915768898891339,0.018769623192630033,3.8488736407673243,-0.49435778454962354
2020-03-20,0.054,1.0891829647841056,-0.0200945659958286,17.41,346615738537.8,-0.055765133863068986,0.018769623192630033,1.0852100350628278,-0.011903233239911845
2020-03-23,0.054,3.412953715754177,-0.0200945659958286,16.21,346615738537.8,-4.199068235157058,0.018769623192630033,2.245157458163399,1.6212572343492078
2020-03-24,0.054,6.025966274566085,-0.0200945659958286,16.24,346615738537.8,0.05150660341835779,0.018769623192630033,2.409597278766958,-0.5313903869238105
2020-03-25,0.054,-0.6547810511424297,-0.0200945659958286,16.79,346615738537.8,1.8765274937616936,0.018769623192630033,-0.6127325629335434,-0.06081271275940001
2020-03-26,0.054,0.6126851128558161,-0.0200945659958286,16.14,346615738537.8,-2.346404266531345,0.018769623192630033,0.34475977508080247,0.20591668629449422
2020-03-27,0.049,-0.4362165150747703,-0.0200945659958286,15.73,346615738537.8,-1.5485746355413845,-1.3828579769557374,-0.1871916525722413,0.22557836448283708
2020-03-28,0.049,-0.07320925992787426,-0.0200945659958286,15.73,346615738537.8,-0.055765133863068986,0.018769623192630033,-0.05422489330786966,-0.0035205897687333254
2020-03-30,0.049,-0.4467402228063386,-0.0200945659958286,14.75,346615738537.8,-3.7877465279011333,0.018769623192630033,0.012262001359329236,-0.4170110152980096
2020-03-31,0.049,-0.9498794317989796,-0.0200945659958286,15.0,346615738537.8,0.919318570452294,0.018769623192630033,-0.25370667347014664,-0.5435537914889998
2020-04-01,0.049,-1.4960223900248242,-0.0200945659958286,15.44,346615738537.8,1.6215586869489949,0.018769623192630033,-0.24046500773352433,-0.28351254799291925
2020-04-02,0.049,1.1854610139517443,-0.0200945659958286,15.44,346615738537.8,-0.055765133863068986,0.018769623192630033,-1.066206395013941,-0.0035205897687333254
2020-04-03,0.049,0.34727020820936894,-0.0200945659958286,16.28,346615738537.8,3.0176858831611226,0.018769623192630033,0.34543609197041475,0.7324588451867112
2020-04-06,0.049,2.994321632921898,-0.0200945659958286,17.34,346615738537.8,3.6038107852599968,0.018769623192630033,-1.3874173326965151,0.5600755660049372
2020-04-07,0.049,0.07696733455535636,-0.0200945659958286,17.27,346615738537.8,-0.2904449124128445,0.018769623192630033,-2.3271601534493653,-0.20791456218955545
2020-04-08,0.049,-1.1270405722705823,-0.0200945659958286,17.1,346615738537.8,-0.6296854092555063,0.018769623192630033,2.4855751071883434,-0.9293326978785891
2020-04-09,0.049,2.276799478622951,-0.0200945659958286,17.1,346615738537.8,-0.055765133863068986,0.018769623192630033,-0.9353087380149845,0.6323568891016161
2020-04-10,0.049,0.3608307967231024,-0.0200945659958286,16.94,346615738537.8,-0.6011615331987894,0.018769623192630033,-0.4551260857698088,-0.27224003057148166
2020-04-13,0.049,1.717320235165076,-0.0200945659958286,16.97,346615738537.8,0.04688800064658745,0.018769623192630033,-1.5799850210720867,-0.8433234536047582
2020-04-14,0.049,1.709591011408363,-0.0200945659958286,18.07,346615738537.8,3.5879964382629925,0.018769623192630033,0.36104145290122697,2.436982019652684
2020-04-15,0.049,-1.2343703910769483,-0.0200945659958286,18.29,346615738537.8,0.6463086284213113,0.018769623192630033,0.026117567784937464,-1.2755514297539838
2020-04-16,0.049,0.42543779890853645,-0.0200945659958286,18.36,346615738537.8,0.16585194490898633,0.018769623192630033,-0.41584684472978795,-0.7910433957956471
2020-04-17,0.049,-1.445960493891106,-0.0200945659958286,18.69,346615738537.8,0.97774764148107,0.018769623192630033,-0.18821174918785505,1.150651254459305
2020-04-20,0.049,-1.1572730215436082,-0.0200945659958286,18.73,346615738537.8,0.0682672270453892,0.018769623192630033,-0.18824030868001734,-0.3378996598874152
2020-04-21,0.049,-0.3891543632530885,-0.0200945659958286,18.0,346615738537.8,-2.362181767040612,0.018769623192630033,0.2137773779442635,1.0581890259318159
2020-04-22,0.049,1.393579795947576,-0.0200945659958286,18.65,346615738537.8,2.002321041116818,0.018769623192630033,0.8828844533580731,-0.8826802279644341
2020-04-23,0.049,1.2395686751632216,-0.0200945659958286,18.62,346615738537.8,-0.1491637825042231,0.018769623192630033,0.5875580669796648,-1.215570957386212
2020-04-24,0.049,-0.13789054569544482,-0.0200945659958286,18.62,346615738537.8,-0.055765133863068986,0.018769623192630033,-0.21460922788044554,0.0681956425553545
2020-04-27,0.049,-0.7610128948591336,-0.0200945659958286,18.51,346615738537.8,-0.3995190411895678,0.018769623192630033,-0.26813433445834384,0.008742545196238072
2020-04-28,0.049,-0.8725702589434822,-0.0200945659958286,18.51,346615738537.8,-0.055765133863068986,0.018769623192630033,-0.9239811527717608,-0.7843877117485578
2020-04-29,0.0289999999999999,0.01847906588953434,-0.0200945659958286,18.54,346615738537.8,0.03818810888485066,-7.547714617858281,-0.7911134233679159,0.6716840025646131
2020-04-30,0.0289999999999999,0.5193255923980078,-0.0200945659958286,18.54,346615738537.8,-0.055765133863068986,0.018769623192630033,-0.6443581767191433,-0.0035205897687333254
2020-05-01,0.0289999999999999,-1.4477151528771546,-0.0200945659958286,18.54,346615738537.8,-0.055765133863068986,0.018769623192630033,-0.05422489330786966,-0.0035205897687333254
2020-05-04,0.0289999999999999,0.32775552508063993,-0.0200945659958286,18.43,346615738537.8,-0.4010067595851885,0.018769623192630033,1.2058427303518104,-0.8535903450765339
2020-05-05,0.0289999999999999,-0.031736074270395355,-0.0200945659958286,18.58,346615738537.8,0.41451127025033596,0.018769623192630033,-1.3277110765571738,-0.5806743949837762
2020-05-06,0.0289999999999999,-0.4019372133118559,-0.0200945659958286,19.31,346615738537.8,2.180022942033816,0.018769623192630033,0.21409190104966494,3.3829168844982993
2020-05-07,0.0289999999999999,0.9047497561377559,-0.0200945659958286,19.53,346615738537.8,0.6014790341009358,0.018769623192630033,-0.18836897720364193,-1.1147745376109313
2020-05-08,0.0289999999999999,0.10124092135803649,-0.0200945659958286,19.6,346615738537.8,0.15180615989484816,0.018769623192630033,1.0850885794796723,1.1754486245405773
2020-05-11,0.0289999999999999,-0.8229660369578755,-0.0200945659958286,19.71,346615738537.8,0.268925238872205,0.018769623192630033,-1.9318428552260216,-1.0938131011059116
2020-05-12,0.0289999999999999,-0.2549942519045306,-0.0200945659958286,19.86,346615738537.8,0.3840862127109832,0.018769623192630033,-0.6589377232016134,0.5948014252922665
2020-05-13,0.0289999999999999,0.42998981209881354,-0.0200945659958286,21.1,346615738537.8,3.458003008331394,0.018769623192630033,-0.12145112366651108,1.832299819409308
2020-05-14,0.0289999999999999,1.2289983484808233,-0.0200945659958286,20.83,346615738537.8,-0.8029422139798081,0.018769623192630033,0.1071059852665272,-2.0158906071258462
2020-05-15,0.0289999999999999,1.0057383079778264,-0.0200945659958286,20.53,346615738537.8,-0.8974063165000907,0.018769623192630033,-0.44417873666492513,-0.14092903379155805
2020-05-18,0.0289999999999999,0.7046161893674558,-0.0200945659958286,20.68,346615738537.8,0.36658165770235823,0.018769623192630033,-0.3636706980676314,-0.40719050452948796
2020-05-19,0.0289999999999999,-1.1538554533310557,-0.0200945659958286,21.06,346615738537.8,1.0006188000852396,0.018769623192630033,0.21486705123895555,0.7510584466398754
2020-05-20,0.0289999999999999,0.28562946672162687,-0.0200945659958286,20.91,346615738537.8,-0.4704639311425653,0.018769623192630033,-1.6300490808786428,-1.7415423738918843
2020-05-21,0.0289999999999999,-0.3055531457993328,-0.0200945659958286,21.08,346615738537.8,0.4140035438850465,0.018769623192630033,-0.7693616415807416,0.9862455097788204
2020-05-22,0.0289999999999999,-0.6920870119176213,-0.0200945659958286,20.72,346615738537.8,-1.0551104791582868,0.018769623192630033,-0.1352350489595628,-0.30954845699835115
2020-05-25,0.0289999999999999,-0.47759718379511507,-0.0200945659958286,20.72,346615738537.8,-0.055765133863068986,0.018769623192630033,0.9711333063850208,0.32914043888508304
2020-05-26,0.0289999999999999,-0.024118891473282843,-0.0200945659958286,20.87,346615738537.8,0.36272272096291663,0.018769623192630033,0.430888069120515,-0.4800312523621068
2020-05-27,0.0289999999999999,-1.4803259993249833,-0.0200945659958286,20.53,346615738537.8,-1.008708249376192,0.018769623192630033,-0.2293613999712817,0.5388356061360684
2020-05-28,0.0289999999999999,0.7462152329436122,-0.0200945659958286,20.53,346615738537.8,-0.055765133863068986,0.018769623192630033,-0.12159808041831185,-1.1724857166663112
2020-05-29,0.024,0.6983907420203697,-0.0200945659958286,20.51,346615738537.8,-0.11231105911682583,-2.711125157751948,-0.7013750834820586,0.24460272701636296
2020-06-01,0.024,0.302571402729706,-0.0200945659958286,20.66,346615738537.8,0.36699200555511907,0.018769623192630033,-0.16214804833147256,-0.07885449631413192
2020-06-02,0.024,-0.004027232647900448,-0.0200945659958286,20.53,346615738537.8,-0.42197634802750017,0.018769623192630033,-0.5671130164574988,0.23551397065529844
2020-06-03,0.024,-0.9320254839884294,-0.0200945659958286,20.81,346615738537.8,0.7301449064310694,0.018769623192630033,-0.2973180064005106,0.5398629830063778
2020-06-04,0.024,-0.8062793665102777,-0.0200945659958286,20.7,346615738537.8,-0.36324706868634843,0.018769623192630033,-0.027209905491511185,-0.8477035846476021
2020-06-05,0.024,-0.47454888668553397,-0.0200945659958286,20.83,346615738537.8,0.3074479433030939,0.018769623192630033,-0.3784813826178693,-0.043169243420122336
2020-06-08,0.024,-1.1204626200850547,-0.0200945659958286,21.1,346615738537.8,0.6914119462536702,0.018769623192630033,0.026854908060160127,2.489758879247578
2020-06-09,0.024,1.274316554455689,-0.0200945659958286,20.93,346615738537.8,-0.5250867273344119,0.018769623192630033,-0.05422489330786966,-2.107375054218171
2020-06-10,0.024,1.2632279175884877,-0.0200945659958286,20.87,346615738537.8,-0.22231868763236404,0.018769623192630033,-1.2715211473983894,-0.27658420864983413
2020-06-11,0.024,0.22769332937732908,-0.0200945659958286,19.67,346615738537.8,-3.4913685605509945,0.018769623192630033,-0.12192161680162023,2.454876222036643
2020-06-12,0.024,-0.1498905444098766,-0.0200945659958286,20.1,346615738537.8,1.1988439443641201,0.018769623192630033,0.14884341405180504,-0.6413579939226101
2020-06-15,0.024,-0.6727615328288751,-0.0200945659958286,19.67,346615738537.8,-1.3103742120902582,0.018769623192630033,0.4328716163375269,-1.9891592846556643
2020-06-16,0.024,-0.1906166473741848,-0.0200945659958286,19.93,346615738537.8,0.706073582357077,0.018769623192630033,-0.25713591376670863,-0.19552658521585578
2020-06-17,0.024,-0.23996397768973643,-0.0200945659958286,19.82,346615738537.8,-0.3768614311908167,0.018769623192630033,0.06752957705144376,-0.6950511434797481
2020-06-18,0.024,0.35345991083183126,-0.0200945659958286,19.93,346615738537.8,0.2653311634646788,0.018769623192630033,-0.6496932323809095,0.08490280056247486
2020-06-19,0.024,0.5256233853442555,-0.0200945659958286,20.1,346615738537.8,0.43700522814397424,0.018769623192630033,0.13530348621929916,-0.20867250153511593
2020-06-22,0.024,1.1503412350678766,-0.0200945659958286,20.1,346615738537.8,-0.055765133863068986,0.018769623192630033,-0.18959647717379377,0.1093911363629834
2020-06-23,0.024,0.4537164303168079,-0.0200945659958286,20.33,346615738537.8,0.6043313457364725,0.018769623192630033,-0.08130270803031217,1.585628429092343
2020-06-24,0.024,0.4846310149558866,-0.0200945659958286,20.19,346615738537.8,-0.45666781800863165,0.018769623192630033,0.05407936928109397,-2.131755434390835
2020-06-25,0.024,-0.8215967774347154,-0.0200945659958286,20.01,346615738537.8,-0.5753159020193818,0.018769623192630033,-0.12191287111428889,0.3814613933855279
2020-06-26,0.024,0.16208879891475966,-0.0200945659958286,20.04,346615738537.8,0.031150410059739602,0.018769623192630033,-0.09484117809041405,-0.4026276619448677
2020-06-29,0.0317,0.1602889949486248,-0.0200945659958286,19.69,346615738537.8,-1.077973312059955,4.032827310482071,-0.13546533517877324,1.5599490671221738
2020-06-30,0.0317,0.631159703242725,-0.0200945659958286,19.52,346615738537.8,-0.5588409462348338,0.018769623192630033,-0.2167372757662011,0.44978006273751986
2020-07-01,0.0317,0.11281418576344825,-0.0200945659958286,19.76,346615738537.8,0.653198247197039,0.018769623192630033,0.040579101224783067,-1.2675842375859916
2020-07-02,0.0317,-0.6740372698347465,-0.0200945659958286,19.74,346615738537.8,-0.11451563480023395,0.018769623192630033,-0.14902888784052237,-0.9879028641512239
2020-07-03,0.0317,-0.2861532382201643,-0.0200945659958286,19.78,346615738537.8,0.061676434009266104,0.018769623192630033,-0.05422489330786966,-0.03999837336723278
2020-07-06,0.0317,0.5889856036781622,-0.0200945659958286,20.01,346615738537.8,0.6149488647874951,0.018769623192630033,-0.12195078542300226,1.4927033152646074
2020-07-07,0.0317,0.6498322087012803,-0.0200945659958286,20.29,346615738537.8,0.7504271003778255,0.018769623192630033,0.05413303260966253,1.9077610868378583
2020-07-08,0.0317,1.264762842996758,-0.0200945659958286,20.4,346615738537.8,0.2579133210600857,0.018769623192630033,-0.09485692711026923,-1.2906561573489588
2020-07-09,0.0317,-0.2282247396254906,-0.0200945659958286,20.68,346615738537.8,0.7351191741882568,0.018769623192630033,-0.16258982271093478,0.9202185890770599
2020-07-10,0.0317,-0.4028026386059175,-0.0200945659958286,20.44,346615738537.8,-0.7330037352170795,0.018769623192630033,-0.09486655752524434,-1.4144536810537267
2020-07-13,0.0317,0.1037757470319199,-0.0200945659958286,20.81,346615738537.8,0.9850367162196526,0.018769623192630033,-0.2439207368166176,1.7119371417296891
2020-07-14,0.0317,-0.2501942668876684,-4.616129691809546,20.76,346615738537.8,-0.19532766139499297,0.018769623192630033,0.8936825082648758,-1.126173654783312
2020-07-15,0.0317,0.19184305101005591,-0.0200945659958286,20.78,346615738537.8,0.00010017109644322037,0.018769623192630033,-1.137664375343798,-0.04816651469305529
2020-07-16,0.0317,-0.17693983612718028,-0.0200945659958286,20.78,346615738537.8,-0.055765133863068986,0.018769623192630033,-0.1897861958674389,-0.7453058171326671
2020-07-17,0.0317,-0.12674108540499904,-0.0200945659958286,20.57,346615738537.8,-0.6450511719546428,0.018769623192630033,0.16265916337547662,0.43952714260101283
2020-07-20,0.0317,0.45907245384939827,-0.0200945659958286,20.27,346615738537.8,-0.9081229928112519,0.018769623192630033,-0.05422489330786966,0.9200081184566661
2020-07-21,0.0317,1.4118875028592683,-0.0200945659958286,20.44,346615738537.8,0.4287741356663778,0.018769623192630033,-0.20332464516186075,-1.6198032811174972
2020-07-22,0.0317,1.7524359659189332,-0.0200945659958286,20.27,346615738537.8,-0.5403044033925157,0.018769623192630033,0.08132179662929957,-0.29262652603722183
2020-07-23,0.0317,1.563967192444428,-0.0200945659958286,20.42,346615738537.8,0.37197910938063056,0.018769623192630033,-0.29822997903527787,0.23738377323318216
2020-07-24,0.0317,0.4232452107026921,-0.0200945659958286,19.63,346615738537.8,-2.3448376110019455,0.018769623192630033,-0.04066657061994953,2.5656716506391
2020-07-27,0.0317,2.338158454977552,-0.0200945659958286,18.69,346615738537.8,-2.9026383249010506,0.018769623192630033,-0.027109125034905927,0.06329777471020337
2020-07-28,0.0317,2.0626105908614814,-0.0200945659958286,19.54,346615738537.8,2.524503027142787,0.018769623192630033,0.2846235755973812,-1.0747139738802136
2020-07-29,0.0339,-0.10129140053347402,-0.0200945659958286,19.05,346615738537.8,-1.5291740044460715,0.9866910718681916,-0.4744241755976437,-0.4777710220598198
2020-07-30,0.0339,-0.5774300129071798,-0.0200945659958286,19.31,346615738537.8,0.7307010194933169,0.018769623192630033,-0.09490424753602207,-1.935623639855678
2020-07-31,0.0339,0.45730135565644875,-0.0200945659958286,19.03,346615738537.8,-0.9031725897951769,0.018769623192630033,-0.04066481612158056,1.2234602554066085
2020-08-03,0.0339,0.17208033492256902,-0.0200945659958286,19.63,346615738537.8,1.7451900693277815,0.018769623192630033,-0.06778497049415876,0.47330676639240704
2020-08-04,0.0339,1.9800541140371646,-0.0200945659958286,19.91,346615738537.8,0.7659234683400749,0.018769623192630033,-0.05422489330786966,-0.5859942390790466
2020-08-05,0.0339,2.0256579087002375,-0.0200945659958286,20.1,346615738537.8,0.49525434419938075,0.018769623192630033,-0.06778526295485549,0.4818499525653771
2020-08-06,0.0339,0.7150905528847141,-0.0200945659958286,20.01,346615738537.8,-0.31612210656540285,0.018769623192630033,-0.05422489330786966,-0.29621320603077617
2020-08-07,0.0339,0.10163839874612302,-0.0200945659958286,20.14,346615738537.8,0.3199320651341234,0.018769623192630033,-0.05422489330786966,0.2179789288138772
2020-08-10,0.0339,-1.382246291671187,-0.0200945659958286,20.19,346615738537.8,0.08808843529605137,0.018769623192630033,0.4202141128570427,-0.2129922210864918
2020-08-11,0.0339,-1.1466927558843354,-0.0200945659958286,20.1,346615738537.8,-0.31495892931704783,0.018769623192630033,-0.5422245615927499,0.08280926780374653
2020-08-12,0.0339,-4.969534139817053,-0.0200945659958286,20.31,346615738537.8,0.5472288660108853,0.018769623192630033,-0.027103861540915854,0.036450432196671226
2020-08-13,0.0339,0.9888481778853431,-0.0200945659958286,20.51,346615738537.8,0.5127461739568336,0.018769623192630033,-0.027105031383702786,0.673281718708743
2020-08-14,0.0339,-0.32682516636101755,-0.0200945659958286,20.44,346615738537.8,-0.25411101839789546,0.018769623192630033,-0.05422489330786966,-0.09700874813866917
2020-08-17,0.0339,1.6206655703399806,-0.0200945659958286,20.53,346615738537.8,0.19912667592551436,0.018769623192630033,0.0406854123806391,-0.9227594264537953
2020-08-18,0.0339,1.3638304753560218,-0.0200945659958286,20.46,346615738537.8,-0.2539174626327401,0.018769623192630033,-0.18981543056753108,-1.076492995796971
2020-08-19,0.0339,-0.5864595083667681,-0.0200945659958286,20.46,346615738537.8,-0.055765133863068986,0.018769623192630033,-0.1898446778791469,0.6988369820841895
2020-08-20,0.0339,-3.0913785322937124,-0.0200945659958286,20.55,346615738537.8,0.1988780608281213,0.018769623192630033,0.08139489126340763,1.5152535828489886
2020-08-21,0.0339,-0.050217575954234366,-0.0200945659958286,20.7,346615738537.8,0.36617210568627084,0.018769623192630033,-0.04066452366088382,-0.7708709299299539
2020-08-24,0.0339,0.2693214220798843,-0.0200945659958286,21.16,346615738537.8,1.2193656397007295,0.018769623192630033,0.06780527430480597,2.138709448806799
2020-08-25,0.0339,-1.5598346304916886,-0.0200945659958286,21.34,346615738537.8,0.43566842333387024,0.018769623192630033,-0.16269498373425617,-0.14631293816953642
